id_pessoa;nome_completo;cpf;data_nascimento;sexo;sigla_orgao
398;Camila Nascimento Cardoso;60962626511;2001-05-29;F;PM
399;Fernando Silva Cardoso;92098196083;1966-09-17;M;SEMAD
400;Marcelo Silva Cardoso;91179112490;1978-07-04;M;SEDF
401;Beatriz Ribeiro Cardoso;72240299045;1965-07-07;F;JUCEG
402;Lucas Carvalho Santos;30523124481;1998-03-16;M;FAPEG
403;Beatriz Santos Nascimento;94237676994;1979-05-17;F;SECTI
404;Juliana Nascimento Cardoso;85601256209;1987-02-04;F;GOIASTURISMO
405;Bruno Oliveira Pereira;49383184906;1961-09-17;M;UEG
406;Rodrigo Ferreira Moreira;59639040991;1955-06-02;M;SEMAD
407;Patrícia Carvalho Pereira;18579064708;1999-04-05;F;DGPP
408;Tatiane Teixeira Silva;04010414502;1989-01-19;F;SEINFRA
409;Carolina Barbosa Gomes;57314415889;1976-09-29;F;SECOM
410;Letícia Costa Barbosa;28123567901;2001-01-24;F;FAPEG
411;João Martins Ferreira;40787541800;1962-07-17;M;AGR
412;Bianca Pereira Almeida;43629489702;2001-07-12;F;ABC
413;Camila Nascimento Araújo;66134732354;1986-03-10;F;CASACIVIL
414;Pedro Ribeiro Barbosa;20765024160;1970-04-26;M;CGE
415;Thiago Rodrigues Santos;14577584743;1977-09-29;M;SIC
416;Gustavo Barbosa Silva;39653136143;1979-07-29;M;SEDS
417;Tatiane Nascimento Santos;67954107221;1996-11-01;F;SES
418;João Barbosa Costa;06500425499;2000-01-14;M;AGRODEFESA
419;Beatriz Araújo Santos;44942965977;1967-06-27;F;FAPEG
420;Pedro Dias Martins;58575676610;1996-05-20;M;PGE
421;Ana Araújo Rodrigues;60787010456;1964-08-08;F;JUCEG
422;Fernanda Lima Cardoso;24407931167;1955-01-02;F;SES
423;Larissa Ferreira Gomes;84979162045;1971-07-31;F;SES
424;Beatriz Araújo Santos;76620471994;1989-12-08;F;CGE
425;Gustavo Dias Araújo;81225957230;1979-12-21;M;SEAPA
426;Amanda Nascimento Araújo;10023117729;1984-01-14;F;VICEGOV
427;Letícia Carvalho Moreira;02517629803;1972-12-01;F;FAPEG
428;Lucas Souza Ferreira;05698152829;1999-07-07;M;FAPEG
429;Daniel Oliveira Ferreira;84117309803;1984-09-08;M;PGE
430;Beatriz Nascimento Souza;81974005631;1978-05-28;F;FAPEG
431;Mariana Pereira Moreira;91872401066;1999-07-21;F;EMATER
432;Bruno Barbosa Souza;66266821729;1965-08-02;M;SIC
433;Eduardo Lima Souza;10272405507;1976-11-29;M;CASACIVIL
434;Patrícia Teixeira Costa;38458810549;1991-11-10;F;GOINFRA
435;Carolina Martins Santos;07044964109;1960-05-10;F;SEINFRA
436;Marcelo Costa Souza;85095493039;1985-08-03;M;ABC
437;Larissa Lima Rodrigues;04413845951;1990-05-27;F;SEAD
438;Rodrigo Silva Barbosa;05783609188;1979-10-20;M;AGRODEFESA
439;Carlos Moreira Souza;28795083049;1978-03-29;M;SERINT
440;Lucas Ribeiro Nascimento;56164205905;1987-04-28;M;JUCEG
441;Thiago Ribeiro Teixeira;89536902699;1962-01-14;M;DETRAN
442;Patrícia Gomes Almeida;94353537547;1965-05-09;F;GOIASTURISMO
443;Daniel Rodrigues Rocha;36929445517;1965-08-01;M;SSP
444;Bianca Santos Ferreira;06021288629;1992-11-21;F;AGR
445;Larissa Pereira Cardoso;76472298181;1968-08-29;F;CGE
446;Ana Rocha Dias;89864565249;1967-11-06;F;SEAD
447;Larissa Martins Lima;24491342121;1973-07-22;F;AGRODEFESA
448;Bianca Martins Teixeira;27411767441;1962-10-17;F;DGPC
449;André Ribeiro Souza;61853800309;1967-04-13;M;SEDUC
450;João Pereira Oliveira;78932064970;1989-02-12;M;SEDUC
451;Juliana Santos Gomes;14675361218;1996-09-10;F;SECTI
452;Ana Teixeira Ribeiro;45667664038;1979-01-27;F;GOINFRA
453;Fernanda Nascimento Teixeira;00615581099;2001-07-13;F;SECOM
454;João Souza Silva;81867024403;1957-03-05;M;VICEGOV
455;Ana Silva Rocha;92196394599;1993-02-21;F;EMATER
456;Gabriela Gomes Dias;48836076580;2004-01-14;F;CBM
457;Carlos Teixeira Ferreira;37931269780;2001-12-15;M;UEG
458;Bianca Almeida Rocha;78753577809;2004-10-09;F;SSP
459;Larissa Ferreira Cardoso;87286604120;1994-01-25;F;CASACIVIL
460;Gabriela Nascimento Gomes;77352287086;1983-07-03;F;SEEL
461;Amanda Ferreira Oliveira;58350344660;1982-06-06;F;SIC
462;Pedro Dias Nascimento;65999497388;1970-01-30;M;CGE
463;Beatriz Cardoso Barbosa;54813866662;1997-07-26;F;AGR
464;Carolina Santos Rocha;65205756314;2005-03-22;F;FAPEG
465;Gabriela Silva Moreira;40476044022;1957-09-24;F;SGG
466;Eduardo Rodrigues Oliveira;61070518484;1972-06-02;M;PGE
467;André Gomes Oliveira;27049386286;1955-04-16;M;SEAPA
468;Pedro Ribeiro Nascimento;02035713471;1972-02-22;M;DGPC
469;Juliana Martins Gomes;17595587298;1958-04-18;F;SEDUC
470;Camila Martins Gomes;01827279559;1988-05-25;F;UEG
471;Felipe Carvalho Costa;27820797940;1994-01-09;M;SECULT
472;Letícia Gomes Nascimento;69028249834;1972-10-21;F;UEG
473;Lucas Ferreira Ribeiro;41233613235;2004-10-27;M;SIC
474;Fernanda Ribeiro Rodrigues;65469681505;1998-10-22;F;SEDUC
475;Pedro Barbosa Almeida;03461562629;1968-07-10;M;CASACIVIL
476;Marcelo Araújo Silva;25298670709;1991-01-15;M;ABC
477;Fernando Teixeira Araújo;12059438977;1995-10-27;M;ABC
478;Letícia Silva Rocha;42456075480;1958-03-13;F;GOIASPREV
479;Larissa Nascimento Lima;89701550234;1964-01-27;F;RETOMADA
480;Juliana Nascimento Dias;83059736464;1971-08-30;F;SEINFRA
481;Amanda Moreira Ribeiro;13305319496;1996-04-29;F;SEDUC
482;Tatiane Barbosa Almeida;82646091710;2005-05-11;F;AGR
483;Amanda Pereira Martins;04873682665;1966-01-29;F;CBM
484;Patrícia Carvalho Cardoso;15888636703;1996-08-14;F;CASACIVIL
485;Beatriz Pereira Almeida;09329981941;1991-09-03;F;PGE
486;Patrícia Lima Ferreira;73524103928;1996-05-16;F;SEMAD
487;João Souza Martins;87616481914;2002-12-03;M;PGE
488;André Ferreira Araújo;65237341535;1961-08-24;M;SEMAD
489;Pedro Dias Costa;03595442903;1982-05-04;M;SGG
490;Daniel Silva Costa;58867925202;1999-12-15;M;SECTI
491;Lucas Rodrigues Costa;91357790805;1975-06-28;M;FAPEG
492;Lucas Gomes Ferreira;33720948404;1963-03-13;M;FAPEG
493;Gustavo Moreira Oliveira;37171731898;1974-04-15;M;GOIASPREV
494;Larissa Moreira Ferreira;58784448369;1985-08-09;F;SEINFRA
495;Thiago Pereira Costa;17582313356;1982-07-24;M;EMATER
496;Eduardo Ferreira Moreira;25879643425;1997-05-05;M;SEAPA
497;Fernando Carvalho Cardoso;27403344510;1957-02-14;M;SECTI
498;Gustavo Barbosa Nascimento;70673499669;1960-04-27;M;CBM
499;Tatiane Rodrigues Ferreira;94938173506;2004-01-14;F;SERINT
500;Patrícia Almeida Costa;49021666740;1959-04-23;F;DPE-GO
501;André Oliveira Nascimento;18182819709;1972-02-16;M;DETRAN
502;Marina Silva Pereira;94096003590;1993-04-27;F;SES
503;Carlos Silva Rocha;90285155342;1973-09-25;M;FAPEG
504;Fernando Souza Barbosa;76336911233;2000-06-16;M;SEDUC
505;Larissa Gomes Teixeira;17006661501;1987-05-02;F;SEAPA
506;Pedro Dias Rodrigues;27009345988;1992-03-21;M;PM
507;Marina Gomes Moreira;50050702653;1959-03-04;F;SEDS
508;Beatriz Teixeira Martins;29047742540;2003-06-12;F;SIC
509;André Araújo Costa;91334245789;2001-08-23;M;DPE-GO
510;Eduardo Lima Ferreira;65097753950;1991-05-24;M;SECAMI
511;Carolina Santos Carvalho;84156082172;1975-05-18;F;SEMAD
512;Pedro Cardoso Lima;03589298812;1959-03-20;M;SEDS
513;Rafael Souza Pereira;46867752489;1955-01-12;M;DETRAN
514;Letícia Ferreira Cardoso;66933513440;1967-08-07;F;SECULT
515;Camila Cardoso Martins;41897215495;1958-09-04;F;RETOMADA
516;Camila Cardoso Barbosa;66014448551;1992-08-24;F;SERINT
517;Gabriela Nascimento Rocha;69860919151;1963-07-08;F;DGPP
518;Carolina Silva Lima;92051460728;1977-09-29;F;AGR
519;Bianca Araújo Carvalho;27155983519;1982-06-09;F;CBM
520;Letícia Ferreira Almeida;50139488430;2005-03-26;F;SEDS
521;Mariana Costa Moreira;91537038206;1979-07-25;F;PGE
522;Gabriela Teixeira Nascimento;36289696467;1987-08-27;F;SERINT
523;Gabriela Ribeiro Santos;93583749006;1996-04-16;F;SECAMI
524;Mariana Gomes Nascimento;40976263700;1982-10-18;F;SEDS
525;Amanda Santos Oliveira;91862339201;1971-04-05;F;PGE
526;Rafael Carvalho Ferreira;64712463317;1986-07-05;M;SSP
527;João Ribeiro Pereira;40995123985;1999-09-12;M;SEDF
528;Felipe Teixeira Santos;44152982144;1999-08-25;M;FAPEG
529;Camila Araújo Souza;50791815838;2005-07-05;F;UEG
530;Mariana Barbosa Silva;71587964775;1980-10-06;F;ECONOMIA
531;Beatriz Almeida Araújo;80688285082;1974-03-30;F;CBM
532;Felipe Costa Silva;35263560257;1967-09-17;M;GOIASPREV
533;Juliana Nascimento Silva;60723111219;1998-10-30;F;DETRAN
534;Tatiane Almeida Oliveira;87328077166;1964-12-29;F;VICEGOV
535;Thiago Almeida Carvalho;09025425755;1972-12-31;M;ECONOMIA
536;Gabriela Ferreira Rodrigues;85011688070;1970-03-30;F;SECTI
537;Daniel Teixeira Oliveira;07964967304;1999-01-04;M;SERINT
538;Bianca Silva Martins;42076836233;1986-08-31;F;SECOM
539;Lucas Almeida Lima;93957865409;1974-02-26;M;SECULT
540;Marina Dias Pereira;27036924985;1968-12-25;F;SECULT
541;Marcelo Santos Oliveira;10005155320;1968-07-05;M;SECOM
542;Felipe Rodrigues Almeida;61896288774;1980-03-25;M;GOIASTURISMO
543;Marina Martins Nascimento;92707955191;1988-03-11;F;DETRAN
544;Fernanda Carvalho Gomes;38480752025;1976-06-04;F;SEAPA
545;Rafael Araújo Almeida;76604655890;1993-01-31;M;SEEL
546;João Rodrigues Santos;31251293115;1961-10-07;M;CGE
547;Pedro Oliveira Santos;06330165866;1972-04-13;M;SGG
548;Fernanda Teixeira Nascimento;31132532680;1981-08-14;F;GOIASPREV
549;Rodrigo Carvalho Souza;96170159510;1960-11-28;M;UEG
550;João Carvalho Martins;77567772205;1989-08-04;M;SEEL
551;João Araújo Dias;24530762483;2004-04-13;M;SEINFRA
552;Fernanda Lima Teixeira;73670425489;1993-06-27;F;DGPP
553;Lucas Ribeiro Lima;57485953206;1983-11-15;M;UEG
554;Mariana Dias Barbosa;79417634275;1987-08-21;F;ECONOMIA
555;Eduardo Moreira Almeida;99140388409;1977-04-08;M;RETOMADA
556;Carolina Araújo Rocha;29751474302;1995-09-02;F;CASACIVIL
557;Marcelo Pereira Cardoso;56259045964;1958-07-14;M;EMATER
558;Patrícia Oliveira Martins;51768086680;1968-11-26;F;AGRODEFESA
559;Rodrigo Souza Oliveira;33228556603;1956-09-22;M;EMATER
560;Gustavo Oliveira Nascimento;58263280966;1980-03-31;M;SEINFRA
561;Larissa Silva Barbosa;98632106171;1973-06-11;F;FAPEG
562;Ana Almeida Ferreira;53765769223;1999-02-10;F;SGG
563;Beatriz Rocha Ferreira;10533651441;1992-06-15;F;PGE
564;André Lima Barbosa;98440971265;1974-05-01;M;DETRAN
565;Bianca Costa Dias;34043370008;2005-07-12;F;ABC
566;Bianca Teixeira Rocha;25562965771;1986-03-03;F;CASACIVIL
567;Letícia Teixeira Ferreira;05829582961;1967-07-08;F;SECOM
568;André Lima Carvalho;71558686398;1986-07-02;M;SEEL
569;Thiago Araújo Costa;38130004194;1973-07-30;M;SEDF
570;Camila Costa Martins;99799070708;1983-09-04;F;AGR
571;Rodrigo Gomes Rocha;11317653971;1997-02-06;M;SEAD
572;Rodrigo Gomes Nascimento;68049187209;1995-07-12;M;CASACIVIL
573;Letícia Moreira Ferreira;60423597388;1994-11-22;F;DGPP
574;Fernando Barbosa Souza;46861114553;1997-07-31;M;SECULT
575;Mariana Cardoso Ferreira;96180332444;1966-12-14;F;SECULT
576;Letícia Almeida Lima;77731268870;1961-05-12;F;SES
577;Ana Pereira Souza;56035679374;1966-06-04;F;SGG
578;Bruno Oliveira Ferreira;05464754857;1984-05-06;M;SEAPA
579;Patrícia Teixeira Dias;91444498363;1983-02-01;F;SECTI
580;Thiago Nascimento Rodrigues;43588537902;2001-08-30;M;SEDF
581;Gabriela Ribeiro Rodrigues;49141686004;1960-12-20;F;FAPEG
582;Amanda Santos Dias;66512215079;1958-09-06;F;DETRAN
583;Juliana Pereira Lima;33999485302;1968-08-11;F;PGE
584;Letícia Barbosa Santos;13633792244;1974-10-08;F;SEINFRA
585;Larissa Rodrigues Pereira;96084376878;1985-09-16;F;SECTI
586;Lucas Ribeiro Araújo;64343697002;2005-07-15;M;GOIASTURISMO
587;Mariana Pereira Gomes;53454722381;2001-05-25;F;GOIASPREV
588;Bruno Gomes Barbosa;24264236410;1969-12-13;M;DPE-GO
589;Carlos Santos Costa;28178522810;1971-10-05;M;GOIASTURISMO
590;Eduardo Rodrigues Gomes;95947372126;1977-04-08;M;PM
591;Marina Dias Martins;85996486245;2000-02-21;F;GOINFRA
592;Gustavo Barbosa Almeida;03627924614;1976-12-07;M;SES
593;Felipe Moreira Santos;45057661957;1981-05-16;M;AGR
594;André Teixeira Gomes;00838507670;1984-12-19;M;SEMAD
595;Pedro Araújo Ribeiro;74223196405;1990-05-20;M;VICEGOV
596;João Oliveira Almeida;04713727148;1962-03-05;M;SEMAD
597;Letícia Nascimento Lima;30674584783;1991-04-23;F;ECONOMIA
598;Bianca Araújo Martins;95413297130;1983-03-02;F;ECONOMIA
599;Fernando Pereira Lima;43925295925;1988-10-22;M;SSP
600;Rafael Carvalho Araújo;91024510930;1962-05-22;M;SEAD
601;Carlos Martins Moreira;42817934024;1990-04-17;M;JUCEG
602;Fernanda Rodrigues Souza;10912172207;1961-08-03;F;CASACIVIL
603;Fernanda Araújo Almeida;51004627793;1990-08-29;F;SECTI
604;Felipe Rodrigues Gomes;89743260005;1987-05-13;M;JUCEG
605;Marina Dias Nascimento;99360798410;2003-05-04;F;SEMAD
606;Rodrigo Gomes Ribeiro;03946408370;1958-08-21;M;VICEGOV
607;Letícia Nascimento Souza;79388413660;2005-04-22;F;JUCEG
608;Carolina Gomes Martins;26325144872;2004-03-23;F;DETRAN
609;Gabriela Santos Dias;94151526307;2003-12-03;F;SERINT
610;Letícia Pereira Santos;86323979152;1975-05-06;F;GOINFRA
611;Carolina Ribeiro Martins;05712198886;1965-06-14;F;SEDUC
612;Eduardo Santos Souza;42462456155;2002-08-20;M;SIC
613;Gustavo Santos Rodrigues;45512939114;1975-10-09;M;ECONOMIA
614;Marina Pereira Oliveira;54021190155;1997-10-16;F;SEAD
615;Marcelo Silva Dias;32283608490;1971-10-29;M;GOINFRA
616;Juliana Lima Moreira;16497016910;1972-02-25;F;SERINT
617;Lucas Gomes Santos;90310615305;1995-02-09;M;SES
618;Eduardo Cardoso Lima;77460406759;1969-03-25;M;ECONOMIA
619;Rodrigo Dias Oliveira;97543734770;1990-01-16;M;SEINFRA
620;Gabriela Gomes Santos;48460191362;1980-05-16;F;SERINT
621;Rodrigo Almeida Ferreira;14644936936;2005-09-15;M;UEG
622;Camila Pereira Rocha;01192360362;1996-11-26;F;SEEL
623;Mariana Gomes Cardoso;97315391150;1977-06-16;F;GOIASPREV
624;Felipe Rocha Gomes;06557820109;1956-11-30;M;SEINFRA
625;Daniel Rodrigues Souza;13546212711;1988-12-02;M;CGE
626;André Ferreira Costa;88899572984;2002-10-21;M;UEG
627;Letícia Teixeira Martins;19120381883;1998-01-01;F;SECULT
628;Lucas Teixeira Rocha;15881445856;1967-03-21;M;SEDF
629;André Ribeiro Barbosa;24500000038;1962-07-03;M;SECTI
630;Gustavo Ribeiro Pereira;18444218219;2003-06-13;M;SGG
631;Larissa Silva Oliveira;90043655165;1987-06-06;F;DPE-GO
632;Gustavo Costa Ferreira;96080706350;1976-07-26;M;SEEL
633;Eduardo Araújo Gomes;81880442884;1997-06-29;M;GOINFRA
634;Amanda Cardoso Costa;28946420324;1992-08-29;F;DGPC
635;Gustavo Carvalho Costa;02635582408;1972-03-12;M;PGE
636;Gustavo Lima Rocha;88245279064;1985-06-30;M;SEAD
637;Fernando Lima Rodrigues;11197871810;1959-05-03;M;GOIASPREV
638;Carlos Nascimento Dias;75617868837;1955-10-02;M;CGE
639;André Araújo Ribeiro;77449160935;1974-03-04;M;SECULT
640;Camila Lima Pereira;87509263220;1969-02-22;F;SECOM
641;Fernanda Dias Rocha;60505376660;1994-01-22;F;SEAD
642;Eduardo Silva Pereira;27153123423;1985-07-20;M;AGR
643;Bruno Gomes Ribeiro;01348087382;1985-09-26;M;SEAPA
644;Larissa Silva Moreira;08599144960;1971-04-23;F;PGE
645;Mariana Dias Costa;28596932542;2005-09-20;F;CBM
646;Beatriz Rocha Teixeira;06908726150;1996-01-06;F;SEEL
647;Felipe Dias Rodrigues;80405612990;1993-12-13;M;JUCEG
648;Beatriz Moreira Oliveira;30876123833;1983-02-22;F;UEG
649;Eduardo Silva Almeida;73008696619;1960-08-13;M;ECONOMIA
650;Daniel Moreira Gomes;14915076245;2001-10-24;M;FAPEG
651;Beatriz Ferreira Souza;72662925060;2004-10-31;F;SSP
652;Mariana Almeida Lima;37312552358;1985-12-05;F;SECULT
653;Thiago Pereira Lima;85277895663;1965-11-17;M;FAPEG
654;Gabriela Souza Rodrigues;64403734120;1990-09-27;F;SGG
655;Carlos Moreira Almeida;48629857935;1994-04-16;M;VICEGOV
656;Bianca Silva Dias;98661770688;1999-07-17;F;GOIASTURISMO
657;Patrícia Cardoso Ferreira;16505871470;1991-04-30;F;UEG
658;Camila Pereira Moreira;98480220589;1958-01-16;F;GOIASPREV
659;Marcelo Oliveira Ribeiro;57887071534;1971-01-23;M;GOIASTURISMO
660;André Moreira Martins;79876829939;1994-02-27;M;EMATER
661;Marcelo Moreira Lima;50405669569;1995-12-20;M;UEG
662;Camila Rodrigues Araújo;94232894608;1974-12-07;F;FAPEG
663;Fernanda Rocha Ferreira;69335895105;1975-01-21;F;EMATER
664;Letícia Cardoso Costa;43034918968;1961-09-07;F;DGPP
665;Fernando Costa Oliveira;54715531364;1970-07-26;M;SIC
666;Rafael Oliveira Souza;52769819810;1997-06-04;M;AGRODEFESA
667;Felipe Ribeiro Rocha;66059867847;1994-09-03;M;SEINFRA
668;Fernanda Dias Rodrigues;49116502060;1958-07-15;F;SEAD
669;Gustavo Ribeiro Dias;08368214408;1980-07-06;M;DPE-GO
670;Fernanda Silva Ferreira;58254318379;1970-07-05;F;SEDS
671;Bianca Silva Santos;83647238716;1985-12-14;F;PGE
672;Gabriela Moreira Gomes;72629052958;1963-02-04;F;EMATER
673;Carlos Martins Almeida;37399205213;1970-06-24;M;SES
674;Felipe Ferreira Carvalho;53983584489;1992-06-27;M;DGPP
675;Amanda Santos Almeida;79970292730;1961-04-08;F;PM
676;Pedro Silva Rodrigues;25608320034;1978-10-20;M;AGRODEFESA
677;Marina Souza Oliveira;30443619905;1983-10-10;F;DGPP
678;Rafael Almeida Dias;48309309694;1997-03-05;M;SSP
679;Eduardo Cardoso Martins;67201911104;1989-04-28;M;SECULT
680;João Costa Nascimento;36653802787;1982-01-17;M;DPE-GO
681;Fernanda Rodrigues Moreira;46209355650;1960-12-03;F;CGE
682;Marina Carvalho Rocha;58564230461;1961-09-21;F;SES
683;Daniel Nascimento Souza;71669063240;1966-05-07;M;CASACIVIL
684;Marina Araújo Dias;97564915749;1986-03-23;F;SIC
685;Thiago Santos Teixeira;10306831740;1990-10-06;M;SEINFRA
686;Eduardo Santos Carvalho;07138067100;1977-02-11;M;ECONOMIA
687;André Almeida Silva;09625885714;1993-03-18;M;ABC
688;Tatiane Pereira Araújo;62159183261;1997-08-12;F;PGE
689;Carolina Martins Santos;40049388134;2005-07-02;F;SEINFRA
690;Marina Araújo Moreira;87313797109;1992-03-11;F;RETOMADA
691;Camila Lima Ferreira;56238994983;2005-12-31;F;DGPP
692;Carlos Oliveira Martins;02041813563;2001-01-07;M;GOIASPREV
693;Eduardo Oliveira Rocha;64482217514;2001-10-29;M;EMATER
694;Larissa Ribeiro Dias;12369149612;1963-03-18;F;SSP
695;Carolina Moreira Souza;40953141926;1992-12-29;F;DGPP
696;Mariana Martins Nascimento;62409649645;1989-06-05;F;SEDS
697;Mariana Araújo Rodrigues;25936488217;1955-01-12;F;EMATER
698;Fernanda Dias Martins;99160911450;1961-08-17;F;SECOM
699;Gustavo Ferreira Gomes;04588165070;1969-11-08;M;SIC
700;Ana Rocha Pereira;61771824964;2003-04-16;F;UEG
701;Gabriela Santos Gomes;59266486965;2003-04-21;F;GOIASTURISMO
702;Letícia Cardoso Souza;11929207590;1977-02-07;F;RETOMADA
703;Camila Pereira Ribeiro;36218945510;1960-01-03;F;RETOMADA
704;Beatriz Cardoso Gomes;89667605620;1978-07-08;F;PM
705;Camila Almeida Teixeira;90623546612;1966-09-26;F;SEDF
706;Fernanda Ferreira Santos;22427677477;1990-12-30;F;DGPC
707;Ana Silva Rocha;01798677849;1966-06-21;F;FAPEG
708;Felipe Ferreira Souza;38437536529;1989-08-14;M;SEDS
709;Marina Gomes Araújo;40064454746;1985-05-16;F;SES
710;Larissa Araújo Almeida;34272038834;1989-01-17;F;PM
711;João Araújo Moreira;35882493544;1975-08-04;M;SEAPA
712;Juliana Gomes Araújo;44608385160;1997-08-16;F;GOIASPREV
713;Tatiane Teixeira Araújo;99969882953;1960-06-19;F;SEAPA
714;Bianca Gomes Ferreira;42383972827;1976-02-15;F;GOIASTURISMO
715;André Rocha Teixeira;32210102308;1970-10-07;M;CGE
716;Mariana Silva Rocha;14356140389;2004-08-12;F;CASACIVIL
717;Tatiane Rocha Ribeiro;10030762030;1988-03-14;F;SEINFRA
718;João Moreira Araújo;54113407800;1984-01-23;M;CBM
719;Rafael Teixeira Rodrigues;68999626911;1996-03-10;M;CGE
720;Gustavo Rocha Pereira;25719760954;1976-03-28;M;DGPC
721;Thiago Rocha Carvalho;21755851740;1998-08-29;M;SEMAD
722;Daniel Rocha Araújo;26422297505;2000-12-14;M;SEDUC
723;Letícia Dias Rodrigues;09225709064;1959-06-20;F;DETRAN
724;Felipe Teixeira Moreira;54001788209;1969-06-08;M;SERINT
725;Carlos Santos Nascimento;50927115239;1993-05-06;M;SSP
726;Carolina Silva Souza;74189485497;1975-05-14;F;SES
727;Letícia Santos Martins;19827348175;1974-02-16;F;DETRAN
728;Larissa Gomes Teixeira;35268064894;1994-01-23;F;SEAD
729;Letícia Lima Pereira;46280550761;1994-11-11;F;SEINFRA
730;Daniel Souza Rocha;55107409148;1975-12-15;M;CBM
731;Pedro Moreira Silva;69535412027;1962-06-02;M;DGPC
732;Felipe Carvalho Cardoso;94795074046;1999-03-03;M;CBM
733;João Araújo Costa;93403910474;1986-03-29;M;DGPC
734;Marina Nascimento Moreira;28553595200;1959-02-06;F;SIC
735;Bruno Araújo Barbosa;74037842351;1972-05-22;M;UEG
736;Pedro Moreira Carvalho;01736542664;1971-06-23;M;CASACIVIL
737;João Souza Nascimento;06053088617;2000-10-16;M;SERINT
738;Patrícia Rocha Teixeira;87592129930;1992-12-29;F;SEAPA
739;Larissa Martins Silva;92071152395;2004-05-29;F;CGE
740;Marcelo Carvalho Nascimento;16118638560;1984-10-24;M;AGRODEFESA
741;Marina Lima Dias;89318692820;1998-01-10;F;SEDF
742;Daniel Costa Rocha;23220414400;1998-09-19;M;SEINFRA
743;Pedro Souza Cardoso;30423227777;1987-03-23;M;DGPC
744;João Cardoso Souza;59377756944;1963-08-11;M;SEDS
745;Carlos Silva Costa;38419662259;2005-11-29;M;SSP
746;Letícia Souza Pereira;36219865537;1960-06-03;F;SEAPA
747;Ana Costa Cardoso;96273226288;1993-12-03;F;DGPP
748;Bruno Barbosa Moreira;91962341992;1989-02-11;M;SERINT
749;Rafael Almeida Souza;31158760507;1978-12-17;M;SIC
750;Amanda Barbosa Gomes;66986163460;1966-05-07;F;SSP
751;Amanda Rodrigues Carvalho;59664721301;1956-03-19;F;SEMAD
752;Lucas Ferreira Martins;14543079604;1974-09-27;M;SEMAD
753;Mariana Teixeira Gomes;52354268785;1978-04-21;F;SEINFRA
754;Larissa Rodrigues Nascimento;66563370152;1980-01-01;F;ECONOMIA
755;Rodrigo Cardoso Ferreira;21425731694;1957-05-17;M;GOIASPREV
756;Patrícia Rodrigues Teixeira;62092973584;1966-06-20;F;SIC
757;Rafael Carvalho Dias;35323661852;1986-05-27;M;SEAD
758;Eduardo Almeida Pereira;01071261509;2004-09-01;M;VICEGOV
759;Fernanda Rodrigues Lima;32228019402;1977-10-07;F;SES
760;Felipe Araújo Lima;73118046716;1979-09-28;M;CBM
761;Thiago Araújo Ferreira;60846397552;1989-08-22;M;DETRAN
762;Mariana Oliveira Nascimento;55640919655;1973-12-23;F;SEDUC
763;Carlos Nascimento Cardoso;71212413903;1976-11-09;M;ABC
764;Larissa Barbosa Lima;19227607579;2002-08-02;F;SEDS
765;Juliana Almeida Silva;89523120239;1965-11-10;F;SEDUC
766;Pedro Pereira Rocha;76448676430;1995-03-06;M;SEDUC
767;Patrícia Lima Dias;30964969270;1996-08-30;F;SECAMI
768;Pedro Carvalho Araújo;12827636441;1976-01-23;M;SSP
769;Rafael Ribeiro Gomes;43441491653;1976-12-10;M;GOIASPREV
770;Pedro Lima Souza;95862973907;2002-11-01;M;DPE-GO
771;Rodrigo Ribeiro Costa;85346557903;1966-11-01;M;DGPC
772;Eduardo Silva Ferreira;51213756545;2002-06-09;M;GOIASPREV
773;Gabriela Costa Almeida;45663113843;2004-05-29;F;SIC
774;Beatriz Almeida Cardoso;10437968600;2003-06-21;F;PGE
775;Juliana Almeida Souza;43502385068;1969-08-28;F;PM
776;Daniel Lima Silva;20256913358;1955-11-23;M;VICEGOV
777;Thiago Barbosa Moreira;95530245307;1960-01-11;M;SSP
778;Larissa Oliveira Nascimento;01722240555;1960-03-31;F;SECAMI
779;Felipe Gomes Souza;65838727225;1985-06-16;M;EMATER
780;Lucas Barbosa Lima;37912121170;1959-03-25;M;DGPP
781;Thiago Moreira Lima;92519994576;1970-12-27;M;GOIASPREV
782;Pedro Silva Araújo;42216265420;1989-04-25;M;FAPEG
783;Ana Gomes Barbosa;02059685117;1983-02-06;F;FAPEG
784;Fernanda Martins Dias;75225920624;1962-03-24;F;SECULT
785;Marina Pereira Almeida;02955963682;1976-12-03;F;SEMAD
786;Marcelo Cardoso Teixeira;51331380081;1979-06-16;M;UEG
787;André Carvalho Rocha;26868764090;1964-04-30;M;SEDUC
788;Daniel Dias Barbosa;78735856629;1980-04-12;M;SECULT
789;Pedro Silva Ribeiro;10429483139;1980-03-31;M;GOINFRA
790;Marcelo Ferreira Teixeira;31800366647;1956-11-17;M;PM
791;Carolina Souza Carvalho;24383805868;1969-07-09;F;SEEL
792;Felipe Dias Moreira;63376185131;2003-08-28;M;SECULT
793;Lucas Lima Moreira;21883527937;1960-09-05;M;DPE-GO
794;Eduardo Moreira Gomes;31927976146;1996-04-29;M;EMATER
795;André Araújo Pereira;56862959131;1967-05-31;M;SECTI
796;Thiago Martins Costa;29907472905;1991-12-18;M;ABC
797;Juliana Teixeira Carvalho;99464183985;2000-03-22;F;SEAPA
798;Letícia Rocha Teixeira;04450928660;1955-11-21;F;SECTI
